name,metric,ev1,ev2,score
15,0043_20160825_125822_548,ssim,0.0,2.0,0.9479862296247327
16,0043_20160825_125822_548,mse,0.0,4.0,147.5477104641157
17,0043_20160825_125822_548,ssim,0.0,4.0,0.9735671394321108
18,0043_20160825_125822_548,mse,2.0,4.0,1591.4037893888399
19,0043_20160825_125822_548,ssim,2.0,4.0,0.9494987866344373
20,0043_20160825_125822_548,mse,-5.0,-2.5,15073.3113120718
21,0043_20160825_125822_548,ssim,-5.0,-2.5,0.16430572635834245
22,0043_20160825_125822_548,mse,-5.0,0.0,5025.549524011807
23,0043_20160825_125822_548,ssim,-5.0,0.0,0.6787174928164134
24,0043_20160825_125822_548,mse,-5.0,2.5,485.57122940016774
25,0043_20160825_125822_548,ssim,-5.0,2.5,0.9464230062712137
26,0043_20160825_125822_548,mse,-5.0,5.0,3127.2732684159505
27,0043_20160825_125822_548,ssim,-5.0,5.0,0.6446897125429575
28,0043_20160825_125822_548,mse,-2.5,0.0,6194.926673855504
29,0043_20160825_125822_548,ssim,-2.5,0.0,0.6127985993060124
30,0043_20160825_125822_548,mse,-2.5,2.5,201.2887026326395
31,0043_20160825_125822_548,ssim,-2.5,2.5,0.9620510946101843
32,0043_20160825_125822_548,mse,-2.5,5.0,5008.411446590204
33,0043_20160825_125822_548,ssim,-2.5,5.0,0.6438197006565415
34,0043_20160825_125822_548,mse,0.0,2.5,175.45979152370683
35,0043_20160825_125822_548,ssim,0.0,2.5,0.9680294014784437
36,0043_20160825_125822_548,mse,0.0,5.0,1522.2451066888866
37,0043_20160825_125822_548,ssim,0.0,5.0,0.8717689452822738
38,0043_20160825_125822_548,mse,2.5,5.0,2529.761861582198
39,0043_20160825_125822_548,ssim,2.5,5.0,0.8981566688924366
40,0043_20160825_125822_548,mse,-6.0,-3.0,16336.826563844503
41,0043_20160825_125822_548,ssim,-6.0,-3.0,0.11554960720292283
42,0043_20160825_125822_548,mse,-6.0,0.0,4855.197393501727
43,0043_20160825_125822_548,ssim,-6.0,0.0,0.6874258963910721
44,0043_20160825_125822_548,mse,-6.0,3.0,873.807322811489
45,0043_20160825_125822_548,ssim,-6.0,3.0,0.9170740179947167
46,0043_20160825_125822_548,mse,-6.0,6.0,4229.123604439652
47,0043_20160825_125822_548,ssim,-6.0,6.0,0.5255963068052004
48,0043_20160825_125822_548,mse,-3.0,0.0,5958.746130553649
49,0043_20160825_125822_548,ssim,-3.0,0.0,0.626917694165142
50,0043_20160825_125822_548,mse,-3.0,3.0,258.9662342471871
51,0043_20160825_125822_548,ssim,-3.0,3.0,0.9494090277777802
52,0043_20160825_125822_548,mse,-3.0,6.0,10150.048761559325
53,0043_20160825_125822_548,ssim,-3.0,6.0,0.388194330151948
54,0043_20160825_125822_548,mse,0.0,3.0,102.19110054569813
55,0043_20160825_125822_548,ssim,0.0,3.0,0.9734234031396124
56,0043_20160825_125822_548,mse,0.0,6.0,3437.6849219575424
57,0043_20160825_125822_548,ssim,0.0,6.0,0.7735245191159924
58,0043_20160825_125822_548,mse,3.0,6.0,3895.095034255901
59,0043_20160825_125822_548,ssim,3.0,6.0,0.8580878175631171
name,metric,ev1,ev2,score
0,0039_20141010_164432_445,mse,-4.0,-2.0,12483.559528897029
1,0039_20141010_164432_445,ssim,-4.0,-2.0,0.34988637618157287
2,0039_20141010_164432_445,mse,-4.0,0.0,3142.6449811762313
3,0039_20141010_164432_445,ssim,-4.0,0.0,0.8010186694742867
4,0039_20141010_164432_445,mse,-4.0,2.0,372.7913054538055
5,0039_20141010_164432_445,ssim,-4.0,2.0,0.9598570252640103
6,0039_20141010_164432_445,mse,-4.0,4.0,4257.413418294668
7,0039_20141010_164432_445,ssim,-4.0,4.0,0.6990210460353893
8,0039_20141010_164432_445,mse,-2.0,0.0,3936.5777904965403
9,0039_20141010_164432_445,ssim,-2.0,0.0,0.7576452512470251
10,0039_20141010_164432_445,mse,-2.0,2.0,176.24484126984126
11,0039_20141010_164432_445,ssim,-2.0,2.0,0.9617488566097464
12,0039_20141010_164432_445,mse,-2.0,4.0,3496.0852945665447
13,0039_20141010_164432_445,ssim,-2.0,4.0,0.771481074683375
14,0039_20141010_164432_445,mse,0.0,2.0,153.78268722018723
15,0039_20141010_164432_445,ssim,0.0,2.0,0.9722148370667192
16,0039_20141010_164432_445,mse,0.0,4.0,342.0744887057387
17,0039_20141010_164432_445,ssim,0.0,4.0,0.9658807837457779
18,0039_20141010_164432_445,mse,2.0,4.0,3841.5757097069595
19,0039_20141010_164432_445,ssim,2.0,4.0,0.9012933539167282
20,0039_20141010_164432_445,mse,-5.0,-2.5,14120.267307692307
21,0039_20141010_164432_445,ssim,-5.0,-2.5,0.280547515457094
22,0039_20141010_164432_445,mse,-5.0,0.0,2671.4988095238095
23,0039_20141010_164432_445,ssim,-5.0,0.0,0.8258263017395228
24,0039_20141010_164432_445,mse,-5.0,2.5,486.93184523809526
25,0039_20141010_164432_445,ssim,-5.0,2.5,0.909804180856515
26,0039_20141010_164432_445,mse,-5.0,5.0,3872.9031135531136
27,0039_20141010_164432_445,ssim,-5.0,5.0,0.7182961365844704
28,0039_20141010_164432_445,mse,-2.5,0.0,3846.286584249084
29,0039_20141010_164432_445,ssim,-2.5,0.0,0.7612978721706902
30,0039_20141010_164432_445,mse,-2.5,2.5,651.299888074888
31,0039_20141010_164432_445,ssim,-2.5,2.5,0.8840947691474904
32,0039_20141010_164432_445,mse,-2.5,5.0,4432.871540496541
33,0039_20141010_164432_445,ssim,-2.5,5.0,0.7626810225793332
34,0039_20141010_164432_445,mse,0.0,2.5,148.63668345543346
35,0039_20141010_164432_445,ssim,0.0,2.5,0.9621168297812357
36,0039_20141010_164432_445,mse,0.0,5.0,506.9007198819699
37,0039_20141010_164432_445,ssim,0.0,5.0,0.9406826276014032
38,0039_20141010_164432_445,mse,2.5,5.0,6856.409078652829
39,0039_20141010_164432_445,ssim,2.5,5.0,0.7997430315057895
40,0039_20141010_164432_445,mse,-6.0,-3.0,15736.838886345136
41,0039_20141010_164432_445,ssim,-6.0,-3.0,0.21632146263212138
42,0039_20141010_164432_445,mse,-6.0,0.0,2444.049783781034
43,0039_20141010_164432_445,ssim,-6.0,0.0,0.8378410193226177
44,0039_20141010_164432_445,mse,-6.0,3.0,775.7374949124949
45,0039_20141010_164432_445,ssim,-6.0,3.0,0.8387110616287502
46,0039_20141010_164432_445,mse,-6.0,6.0,4084.772687728938
47,0039_20141010_164432_445,ssim,-6.0,6.0,0.6192021431916249
48,0039_20141010_164432_445,mse,-3.0,0.0,3677.3189356939356
49,0039_20141010_164432_445,ssim,-3.0,0.0,0.7705975436150432
50,0039_20141010_164432_445,mse,-3.0,3.0,2054.792951261701
51,0039_20141010_164432_445,ssim,-3.0,3.0,0.7722380427437484
52,0039_20141010_164432_445,mse,-3.0,6.0,8387.241084147334
53,0039_20141010_164432_445,ssim,-3.0,6.0,0.5681063592429129
54,0039_20141010_164432_445,mse,0.0,3.0,234.3815069190069
55,0039_20141010_164432_445,ssim,0.0,3.0,0.9445730522032654
56,0039_20141010_164432_445,mse,0.0,6.0,1467.8441646316646
57,0039_20141010_164432_445,ssim,0.0,6.0,0.8888196175507076
58,0039_20141010_164432_445,mse,3.0,6.0,7223.426597476598
59,0039_20141010_164432_445,ssim,3.0,6.0,0.7489768723966539
name,metric,ev1,ev2,score
0,0127_20161022_152006_986,mse,-4.0,-2.0,14704.38568658846
1,0127_20161022_152006_986,ssim,-4.0,-2.0,0.2752913078368355
2,0127_20161022_152006_986,mse,-4.0,0.0,5048.177722227669
3,0127_20161022_152006_986,ssim,-4.0,0.0,0.6974813119227502
4,0127_20161022_152006_986,mse,-4.0,2.0,248.0404290429043
5,0127_20161022_152006_986,ssim,-4.0,2.0,0.9263808834361337
6,0127_20161022_152006_986,mse,-4.0,4.0,1042.6195607184482
7,0127_20161022_152006_986,ssim,-4.0,4.0,0.7584520116241967
8,0127_20161022_152006_986,mse,-2.0,0.0,6022.183729264016
9,0127_20161022_152006_986,ssim,-2.0,0.0,0.6530802461074653
10,0127_20161022_152006_986,mse,-2.0,2.0,220.40397455587143
11,0127_20161022_152006_986,ssim,-2.0,2.0,0.9369088782686578
12,0127_20161022_152006_986,mse,-2.0,4.0,648.6801893060593
13,0127_20161022_152006_986,ssim,-2.0,4.0,0.8442915675990998
14,0127_20161022_152006_986,mse,0.0,2.0,315.3879085928395
15,0127_20161022_152006_986,ssim,0.0,2.0,0.9464638861125004
16,0127_20161022_152006_986,mse,0.0,4.0,157.92596314086853
17,0127_20161022_152006_986,ssim,0.0,4.0,0.9273697517583317
18,0127_20161022_152006_986,mse,2.0,4.0,1326.5791507368558
19,0127_20161022_152006_986,ssim,2.0,4.0,0.9360992133868039
20,0127_20161022_152006_986,mse,-5.0,-2.5,16259.870508337963
21,0127_20161022_152006_986,ssim,-5.0,-2.5,0.21418346082543102
22,0127_20161022_152006_986,mse,-5.0,0.0,4607.814617847924
23,0127_20161022_152006_986,ssim,-5.0,0.0,0.715749926839358
24,0127_20161022_152006_986,mse,-5.0,2.5,1021.0832107963272
25,0127_20161022_152006_986,ssim,-5.0,2.5,0.8607846837384758
26,0127_20161022_152006_986,mse,-5.0,5.0,4811.13233996667
27,0127_20161022_152006_986,ssim,-5.0,5.0,0.561014900965394
28,0127_20161022_152006_986,mse,-2.5,0.0,5870.246212244987
29,0127_20161022_152006_986,ssim,-2.5,0.0,0.6604795988773303
30,0127_20161022_152006_986,mse,-2.5,2.5,308.61846605452627
31,0127_20161022_152006_986,ssim,-2.5,2.5,0.892961476165706
32,0127_20161022_152006_986,mse,-2.5,5.0,7514.0273393676
33,0127_20161022_152006_986,ssim,-2.5,5.0,0.5745926940431142
